,nonIBD,IBD
Citrobacter_koseri_ATCC_BAA_895,0.0010219952710681,0.0010219952710681
Citrobacter_sp_30_2,0.0010012578108758,0.0010012578108758
Citrobacter_youngae_ATCC_29220,0.0010050452996827,0.0010195848338554
Clostridiales_sp_1_7_47FAA,0.0010980183679605,0.0011324390064546
Clostridium_beijerinckii_NCIMB_8052,,0.0010034545825735
Clostridium_bolteae_ATCC_BAA_613,0.0011243621279644,0.0011269424197096
Clostridium_botulinum_A_str_ATCC_19397,0.0010118672311078,0.0010118672311078
Clostridium_botulinum_A_str_Hall,0.0010142594082603,0.0010148393164412
Clostridium_botulinum_Bf,0.0010095228154594,0.0010492479481102
Clostridium_botulinum_E1_str_BoNT_E_Beluga,0.001062244998849,0.0011183462498705
Clostridium_botulinum_F_str_230613,0.001016286997583,0.001016286997583
Clostridium_citroniae_WAL_17108,0.0010445159364574,0.0011458443927516
Clostridium_clariflavum_DSM_19732,0.0010193155211277,0.0010193155211277
Clostridium_clostridioforme_CM201,0.0010101110655467,0.0011386555771722
Clostridium_difficile_CD196,0.0010175704627743,0.0010175704627743
Clostridium_hathewayi_12489931,0.0010561532104279,0.0011231846061362
Clostridium_hylemonae_DSM_15053,0.0009276566455971,0.0010059593416008
Clostridium_innocuum_2959,0.0010289087238653,0.0010289087238653
Clostridium_leptum_DSM_753,0.0010193670344452,0.0010193670344452
Clostridium_perfringens_ATCC_13124,0.0010273080477107,0.0011460682326324
Clostridium_saccharoperbutylacetonicum_N1_4_HMT,0.0010042401114666,0.0010186656600291
Clostridium_scindens_ATCC_35704,0.0010081059104323,0.0016309276186589
Clostridium_sp_7_2_43FAA,0.0009998271100118,0.0010003945487803
Clostridium_sp_L2_50,0.0011023907997387,0.0011034548835223
Clostridium_sp_M62_1,0.0007067969824572,0.0028299515543936
Clostridium_sp_SY8519,0.0010310628781069,0.0010310628781069
Clostridium_spiroforme_DSM_1552,0.0010024019784955,0.0010024019784955
Clostridium_sporogenes_ATCC_15579,0.0010454702528651,0.0010148292724177
Clostridium_sporosphaeroides_DSM_1294,0.0010004529523489,0.0010168538204202
Clostridium_sticklandii_DSM_519,0.0010043906798127,0.0010118263739115
Clostridium_symbiosum_WAL_14163,0.0010020699583479,0.0071859177585145
Clostridium_symbiosum_WAL_14673,0.0011491819642543,0.001560530729446
Collinsella_aerofaciens_ATCC_25986,0.0010617620346629,0.0878199858379683
Collinsella_intestinalis_DSM_13280,0.0011252210389276,0.0011252210389276
Collinsella_stercoris_DSM_13279,0.0010304338819975,0.0010415963343414
Collinsella_tanakaei_YIT_12063,0.0010082387164467,0.001746314019923
Coprobacillus_sp_29_1,0.0010210086470238,0.0009957985569738
Coprobacillus_sp_D7,0.0010405867591923,0.001042475301405
Coprococcus_comes_ATCC_27758,0.0014842420313865,0.0014870372141199
Coprococcus_eutactus_ATCC_27759,0.0010677517689048,0.0010724348906983
Corynebacterium_ammoniagenes_DSM_20306,0.0010034958927732,0.0010358884972474
Corynebacterium_amycolatum_SK46,0.0010541286611475,0.0010541286611475
Corynebacterium_aurimucosum_ATCC_700975,0.0011264292531704,0.0011162104253328
Corynebacterium_durum_F0235,0.0010489325887741,0.0010511316088764
Corynebacterium_glucuronolyticum_ATCC_51867,0.0010182095591333,0.0010182095591333
Corynebacterium_kroppenstedtii_DSM_44385,0.0010745717477513,0.0010745717477513
Corynebacterium_propinquum_DSM_44285,0.0010017748122896,0.0010011537491698
Corynebacterium_tuberculostearicum_SK141,0.0010463180681214,0.0010463180681214
Corynebacterium_ulcerans_809,0.0010018097005758,0.0010018097005758
Cronobacter_sakazakii_ATCC_BAA_894,0.0009996556996781,0.0010014832238091
Cryptobacterium_curtum_DSM_15641,0.001023753425627,0.001023753425627
Curtobacterium_flaccumfaciens_UCD_AKU,0.0010040433201666,0.0010256112377281
Delftia_acidovorans_SPH_1,0.0005132296977262,0.0011548932311396
Desulfovibrio_piger_ATCC_29098,0.0012484388905399,0.0012484388905399
Desulfovibrio_sp_3_1_syn3,0.0012838652961436,0.0012874615574774
Dialister_invisus_DSM_15470,0.00114516478422,0.0016155003205961
Dialister_succinatiphilus_YIT_11850,0.0010015289611741,0.001005151127399
Dorea_formicigenerans_ATCC_27755,0.0011459077659395,0.0020657287033403
Dorea_longicatena_DSM_13814,0.0011651223534623,0.0438645922357911
Edwardsiella_tarda_ATCC_23685,0.0010160944679647,0.0010116346531822
Edwardsiella_tarda_FL6_60,0.0010062187968733,0.0008259603493051
Eggerthella_sp_1_3_56FAA,0.0011419555934832,0.0011419555934832
Eggerthella_sp_YY7918,0.0010120007220582,0.0010120007220582
Eggerthia_catenaformis_OT_569,0.0010110190733835,0.0010103751121903
Eikenella_corrodens_ATCC_23834,0.0010063972661366,0.0010063972661366
Enterobacter_aerogenes_KCTC_2190,0.0010190157664472,0.0010190157664472
Enterobacter_asburiae_LF7a,0.0010305213991778,0.001007656373293
Enterobacter_cancerogenus_ATCC_35316,0.0010057872054394,0.0010791895731691
Enterobacter_cloacae_EcWSU1,0.001010405832079,0.0010029489624695
Enterococcus_asini_ATCC_700915,0.0010051105066078,0.0010051105066078
Enterococcus_avium_ATCC_14025,0.0010037242320187,0.0010323040791719
Enterococcus_caccae_ATCC_BAA_1240,0.0010084962216964,0.0010145819747583
Enterococcus_casseliflavus_ATCC_12755,0.0010006629772249,0.0010341648661441
Enterococcus_dispar_ATCC_51266,0.0009993187073555,0.0010057018644642
Enterococcus_faecalis_OG1RF_ATCC_47077,0.0010003657405785,0.0010036837032339
Enterococcus_faecalis_TX1322,0.00103447349624,0.00103447349624
Enterococcus_faecalis_V583,0.0010048268408939,0.0010053798551156
Enterococcus_faecium_TX1330,0.001086063480499,0.001086063480499
Enterococcus_hirae_ATCC_9790,0.0010706997358031,0.0010386143941087
Enterococcus_phoeniculicola_ATCC_BAA_412,0.0010655101332632,0.0010655101332632
Erysipelotrichaceae_bacterium_5_2_54FAA,0.0010750011208106,0.0010262166291044
Erysipelotrichaceae_bacterium_sp_3_1_53,0.0010856625373933,0.0010110978026822
Escherichia_albertii_TW07627,0.0010113637776249,0.0010311260583371
Escherichia_coli_O157_H7_str_Sakai,0.0010313532705052,0.0035202627022189
Escherichia_coli_SE11,0.0010058024784889,0.0035966052738135
Escherichia_coli_UTI89_UPEC,0.0008961936103857,0.4496325113502599
Escherichia_coli_str_K_12_substr_MG1655,0.0010513729823508,0.3107801188212039
Escherichia_fergusonii_ATCC_35469,0.0010196957104185,0.0010196957104185
Escherichia_sp_3_2_53FAA,0.0010335706790932,0.5168013329033729
Escherichia_sp_4_1_40B,0.0010597805328404,0.0011384815344353
Eubacterium_biforme_DSM_3989,0.0011322834442098,0.0011322834442098
Eubacterium_dolichum_DSM_3991,0.0010490246794353,0.0010002719299103
Eubacterium_eligens_ATCC_27750,0.0010531236965373,0.0011565754236177
Eubacterium_limosum_KIST612,0.001023875065652,0.001023875065652
Eubacterium_rectale_ATCC_33656,0.0029764103409706,0.3017784229059794
Eubacterium_saphenum_ATCC_49989,0.0010267566959921,0.001035554953884
Eubacterium_siraeum_DSM_15702,0.0010743394215652,0.0431643022880103
Eubacterium_ventriosum_ATCC_27560,0.0011417849830933,0.0011859054800981
Faecalibacterium_cf_prausnitzii_KLE1255,0.0894067598577924,0.0894067598577924
Faecalibacterium_prausnitzii_M21_2,0.0078054421480043,0.5282997565616453
Filifactor_alocis_ATCC_35896,0.0010257009132234,0.0010263451977166
Finegoldia_magna_ATCC_29328,0.0011062373489373,0.001006687172946
Fusobacterium_gonidiaformans_ATCC_25563,0.0010605488546344,0.0011123494413647
Fusobacterium_mortiferum_ATCC_9817,0.0010451055168028,0.0011493183176236
Fusobacterium_necrophorum_D12,0.0010823583935764,0.0010455151085028
Fusobacterium_nucleatum_subsp_animalis_3_1_33,0.0012213144913956,0.0012213144913956
Fusobacterium_nucleatum_subsp_animalis_7_1,0.0010052504022205,0.0010052504022205
Fusobacterium_nucleatum_subsp_animalis_D11,0.0010479405076048,0.0010479405076048
Fusobacterium_nucleatum_subsp_vincentii_3_1_27,0.0011431262614794,0.0011774981672915
Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2,0.0010328682466044,0.0010328682466044
Fusobacterium_nucleatum_subsp_vincentii_4_1_13,0.0010373844484838,0.0011525919843463
Fusobacterium_periodonticum_1_1_41FAA,0.0010069498049923,0.0005930395224566
Fusobacterium_periodonticum_2_1_31,0.0012051457910551,0.0012051457910551
Fusobacterium_russii_ATCC_25533,0.0010035428568892,0.0010043875899337
Fusobacterium_sp_4_8,0.0010432927877995,0.0010432927877995
Fusobacterium_ulcerans_ATCC_49185,0.0011622986155446,0.2437507567797792
Fusobacterium_varium_ATCC_27725,0.0010402976574382,0.0020561177229367
Gemella_haemolysans_ATCC_10379,0.0010269424925366,0.0011033023728205
Gemella_morbillorum_M424,0.0010077817568252,0.0010174204771349
Gemella_sanguinis_M325,0.0010807956483059,0.0010944573910513
Gordonia_rubripertincta_NBRC_101908,0.0010175942157398,0.0010093998260084
Gordonia_terrae_NBRC_100016,0.0010471908963186,0.0010384866241625
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,0.0011607688724307,0.0011607688724307
Grimontia_hollisae_CIP_101886,0.0010002193866332,0.0010002193866332
Haemophilus_haemolyticus_M19501,0.0010121699319074,0.0010182874424849
Haemophilus_parainfluenzae_T3T1,0.0015997613370607,0.0018585169129928
Helicobacter_bilis_ATCC_43879,0.0010390998552442,0.0010390998552442
Helicobacter_canadensis_MIT_98_5491,0.0010097913742463,0.0010118659327964
Helicobacter_cinaedi_CCUG_18818,0.0010514280072429,0.0010521982841713
Helicobacter_pullorum_MIT_98_5489,0.0010064589563755,0.0010064589563755
Helicobacter_pylori_26695,0.0009999606929685,0.0010075107317577
Helicobacter_winghamensis_ATCC_BAA_430,0.0010947329295401,0.0010947329295401
Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,0.0010716856448817,0.0010716856448817
Kingella_oralis_ATCC_51147,0.0010058026241656,0.0010058026241656
Klebsiella_pneumoniae_pneumoniae_MGH78578,0.0010084055635225,0.0009004668644602
Kocuria_palustris_PEL,0.0010059655315817,0.0010059655315817
Kocuria_rhizophila_DC2201,0.0011698102519173,0.0010240785350775
Kytococcus_sedentarius_DSM_20547,0.0010091574506873,0.0010109956245501
Lachnospiraceae_bacterium_sp_8_1_57FAA,0.0003637516150718,0.0017995383227039
Lactobacillus_acidophilus_NCFM,0.00109611046864,0.0010141505468912
Lactobacillus_amylovorus_GRL_1112,0.0010343132978989,0.0010343132978989
Lactobacillus_brevis_ATCC_367,0.0010556197948306,0.0010556197948306
Lactobacillus_brevis_subsp_gravesensis_ATCC_27305,0.0010223251194832,0.0010223251194832
Lactobacillus_buchneri_ATCC_11577,0.0010465949151445,0.0010465949151445
Lactobacillus_casei_ATCC_334,0.0011060187674733,0.0012343499292165
Lactobacillus_casei_casei_BL23,0.0010065121309182,0.0010065121309182
Lactobacillus_coleohominis_101_4_CHN,0.0010237070774423,0.0010146098373395
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842,0.0010317971703404,0.0010317971703404
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365,0.0010086225361537,0.0010086225361537
Lactobacillus_fermentum_ATCC_14931,0.0011306125327291,0.0011306125327291
Lactobacillus_fermentum_IFO_3956,0.0010203018595691,0.0011422944732133
Lactobacillus_gasseri_ATCC_33323,0.0010445948433793,0.0010445948433793
Lactobacillus_helveticus_DPC_4571,0.0010513695730055,0.0010988712103401
Lactobacillus_hilgardii_ATCC_8290,0.0010234026055209,0.0010234026055209
Lactobacillus_johnsonii_DPC_6026,0.0010388618093317,0.0010388618093317
Lactobacillus_johnsonii_NCC_533,0.0010412473134701,0.0011270990208591
Lactobacillus_mucosae_LM1,0.0009998509396492,0.0009998509396492
Lactobacillus_oris_F0423,0.0010111121249997,0.0010111121249997
Lactobacillus_paracasei_subsp_paracasei_8700_2,0.0010437559374019,0.0011073101630985
Lactobacillus_paracasei_subsp_paracasei_ATCC_25302,0.001061233673024,0.001061233673024
Lactobacillus_pentosus_KCA1,0.0010144490639589,0.0010144490639589
Lactobacillus_plantarum_JDM1,0.0010082919676614,0.0010121700136908
Lactobacillus_plantarum_WCFS1,0.0010205940742037,0.0010205940742037
Lactobacillus_plantarum_subsp_plantarum_ATCC_14917,0.0010104543718032,0.0010001304446328
Lactobacillus_reuteri_F275_JCM_1112,0.0010045890198857,0.0010123710475046
Lactobacillus_reuteri_SD2112_ATCC_55730,0.0010616266933631,0.0010818001222156
Lactobacillus_rhamnosus_GG_ATCC_53103,0.0010173973068762,0.0010173973068762
Lactobacillus_rhamnosus_LMS2_1,0.0010420307881943,0.0010420307881943
Lactobacillus_sakei_subsp_sakei_23K,0.001000366497075,0.0010124191054735
Lactobacillus_salivarius_salivarius_UCC118,0.0010694618904132,0.0010694618904132
Lactococcus_garvieae_ATCC_49156,0.0010117548888328,0.0010003036018088
Lactococcus_raffinolactis_4877,0.0010339533231638,0.0010013021655902
Laribacter_hongkongensis_HLHK9,0.0010007270034022,0.0010007270034022
Leptotrichia_buccalis_C_1013_b,0.00101794490167,0.00101794490167
Leuconostoc_argentinum_KCTC_3773,0.0010260237531846,0.0010192411442393
Leuconostoc_gelidum_JB7,0.0010266786899653,0.0010097243629751
Listeria_grayi_DSM_20601,0.001025770715353,0.0009991273201491
Listeria_monocytogenes_4a_L99,0.0010142653350009,0.0010073608739049
Listeria_monocytogenes_4b_F2365,0.0010168080217177,0.001023067441824
Listeria_monocytogenes_FSL_R2_561,0.0010229208220826,0.0010229208220826
Listeria_monocytogenes_Finland_1988,0.0010085325386363,0.0010085325386363
Listeria_monocytogenes_J0161_FSL_R2_499,0.0010187634499708,0.0010271082700388
Listeria_monocytogenes_SLCC_2378,0.001017324039175,0.001017324039175
Listeria_monocytogenes_SLCC_2540,0.0010090129930944,0.0010090129930944
Listeria_monocytogenes_SLCC_7179,0.0010167071367855,0.0010174025589037
Listeria_monocytogenes_serotype_7_SLCC_2482,0.0010270554226297,0.0010270554226297
Lysinibacillus_fusiformis_ZB2,0.0010000442078738,0.0009987579773814
Lysinibacillus_sphaericus_C3_41,0.0010274605443559,0.0010345053687634
Marvinbryantia_formatexigens_I_52_DSM_14469,0.0010020381650521,0.0010020381650521
Megasphaera_elsdenii_DSM_20460,0.0010455347876328,0.0010712675860443
Melainabacterium_MEL_A1,0.0010084430037062,0.0010458353569526
Methylobacterium_mesophilicum_SR1_6_6,0.00101862135004,0.0010248378709208
Methylobacterium_populi_BJ001,0.0010148800292387,
Methylobacterium_radiotolerans_JCM_2831,0.0010477045318345,0.001000142497461
Methyloversatilis_universalis_FAM5,0.0010592067124112,0.0010562480344436
Micrococcus_luteus_NCTC_2665,0.001179393385074,0.001179393385074
Micromonospora_aurantiaca_ATCC_27029,0.0010063165893708,0.0010063165893708
Mitsuokella_multacida_DSM_20544,0.001069540095787,0.001069540095787
Mobiluncus_curtisii_ATCC_43063,0.0012271225131514,0.0012271225131514
Moraxella_catarrhalis_RH4,0.0010042577153429,0.0010042577153429
Morganella_morganii_subsp_morganii_KT,0.0008507363803627,0.0009995944566921
Mycobacterium_avium_subsp_avium_ATCC_25291,0.0010257418355908,0.0010257418355908
Mycobacterium_fortuitum_subsp_fortuitum_DSM_46621,0.0010002149038807,0.0010024035579373
Neisseria_cinerea_ATCC_14685,0.0010101297223843,0.0010048466171417
