Strain,low_iron,low_zinc,high_FA,high_carbs,high_prot,micro_oxygen,Phylum,Class,Order,Family,Genus,Species
Campylobacter curvus 525.92,0.0,0.0,1.0,1.0,4.513857863820634,3.1008521552080794,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter curvus
Slackia exigua ATCC 700122,0.10150146484374672,0.0,1.0,1.0,6.390049815617551,1.891440771171641,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia exigua
Streptococcus anginosus 1_2_62CV,0.10192871093749489,0.0,1.0,1.0,6.443870122306352,1.1761793826441458,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus
Streptococcus ilei,0.10284423828124761,0.0,1.0,1.0,6.274401262010631,1.2677757062957138,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. I-G2
Streptococcus ilei,0.009979248046873685,0.0,1.0,1.0,6.290535709178275,1.289162829276663,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. I-P16
Streptococcus sp. 2_1_36FAA,0.10351562499999746,0.0,1.0,1.0,6.272546344954048,1.1785594490037787,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. 2_1_36FAA
Streptococcus ilei,0.10284423828124761,0.0,1.0,1.0,6.274401262010631,1.2677757062957138,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. I-G2
Streptococcus ilei,0.009979248046873685,0.0,1.0,1.0,6.290535709178275,1.289162829276663,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. I-P16
Campylobacter ureolyticus DSM 20703,0.009979248046874178,0.0,1.0,1.0,5.150243135011443,1.973862986270022,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter ureolyticus
Lancefieldella parvulum DSM 20469,0.10391235351562327,0.0,1.0,1.0,4.798406901328637,1.0607644354889498,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella parvula
Parvimonas micra ATCC 33270,0.10067749023437346,0.0,1.0,1.0,4.782650568448752,1.0,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas micra
Solobacterium moorei F0204,0.43635559082031283,0.0,1.0,1.0,5.368436049824972,1.2336766262313772,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium moorei
Fusobacterium nucleatum subsp. animalis 7_1,0.999969482421878,0.0,1.0,1.0,5.072184304110631,1.264683144479052,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Oxalobacter formigenes OXCC13,0.13616943359373862,0.0,1.0,2.2252317613865387,7.99604997984685,1.007980652962515,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes
Helicobacter bilis ATCC 43879,0.14611816406249356,0.0,1.0,1.0,8.060295725217216,2.990161670789948,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter bilis
Bifidobacterium longum DJO10A,0.01000933921433835,0.0,1.001484053054895,5.687368323417562,3.889822311147624,1.3308908293471493,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum
Clostridium sp. SY8519,0.009994506835937157,0.0,1.0336102285342403,6.097787390422235,3.898480266431882,1.176166596485856,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. SY8519
Bacteroides sp. 4_1_36,0.13677978515625014,0.0,1.0,5.577730586509638,3.127919959717154,1.5575015872320894,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 4_1_36
Anaerofustis stercorihominis DSM 17244,0.10786560977437568,0.14095275133877502,1.0015699351336882,5.632270077523157,2.7302145578016064,1.0227944845379642,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Anaerofustis,Anaerofustis stercorihominis
Pediococcus acidilactici DSM 20284,0.10588073730468604,0.0,1.0,6.370761819072244,1.0,1.2237395077616944,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici
Listeria grayi DSM 20601,0.11035156249999983,0.0,1.0,6.459789911573573,1.2583047657827688,1.0814161434632128,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria grayi
Ruminococcus albus 7 = DSM 20455,0.009998321533202723,0.0,1.0,6.505693992540275,1.2885336481231648,1.1089348067613678,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus albus
Phocaeicola coprophilus DSM 18228 = JCM 13818,0.19853973388671883,0.0,1.0,6.544572012998799,1.5612617739727157,1.1261691493046966,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus
Eubacterium ventriosum ATCC 27560,0.1271591186523428,0.0,1.0,6.422755084055834,1.586745784619,1.0655408864679767,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium ventriosum
Bifidobacterium gallicum DSM 20093 = LMG 11596,0.11233901977538992,0.0,1.0,6.007027626537611,1.5501613228473485,1.0089231699939505,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium gallicum
[Ruminococcus] lactaris ATCC 29176,0.1531906127929686,0.0,1.0,5.993497365311809,1.4942433572223226,1.0783852077997125,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris
Micromonospora aurantiaca ATCC 27029,0.010028839111327832,0.0,1.0,6.16099686478762,1.6083210020185608,1.1418498143470126,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora aurantiaca
Clostridium sp. L2-50,0.10330200195312474,0.0,1.0379018961253077,6.198639736191262,1.646805441055233,1.0910758450123652,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. L2-50
Blautia hansenii DSM 20583,0.11406707763671867,0.0,1.0,6.214464585199996,1.8839570841087143,1.0000045948491743,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hansenii
Coprococcus comes ATCC 27758,0.1159095764160153,0.0,1.0,6.2710661293277195,1.7538125114489838,1.0314083776027356,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus comes
Bacteroides clarus YIT 12056,0.5141258239746092,0.0,1.0,5.744559802916855,1.8406549646169525,1.0861268194651006,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus
Bacteroides finegoldii DSM 17565,0.6711120605468746,0.0,1.0,5.867510144241594,1.6358635736590268,1.1631563454179201,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii
Enterococcus avium ATCC 14025,0.13572883605957023,0.0,1.0,5.696279492456205,1.3617016406126603,1.1004717877344345,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium
Curtobacterium flaccumfaciens UCD-AKU,0.009998321533203115,0.0,1.0,5.53100936087648,1.4887011842185045,1.1667700545234903,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium flaccumfaciens
Limosilactobacillus reuteri SD2112,0.10525512695312493,0.0,1.0,5.5873071528751765,1.3606695756064613,1.2600903849150693,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri
Catenibacterium mitsuokai DSM 15897,0.14352416992187506,0.0,1.0,5.580252690687883,1.9964235577244471,1.0,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai
Prevotella ruminicola 23,0.009998321533202976,0.0,1.0015874060304983,5.501188498297449,1.80364692141929,1.122197364741492,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella ruminicola
Megasphaera elsdenii DSM 20460,0.009998321533202487,0.0,1.0,5.564393446729388,1.661965114094542,1.0465338092691878,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii
Neisseria subflava NJ9703,0.9999847412109361,0.0,1.0,5.947473679847468,2.2351094255160406,1.4465928873414577,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava
Bifidobacterium animalis subsp. lactis Bi-07,0.3448638916015619,0.0,1.0,6.52037905971111,2.59862255694439,1.3717913331493243,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
Bifidobacterium animalis subsp. lactis CNCM I-2494,0.2568511962890627,0.0,1.0,6.0952112607039215,2.5801369611290106,1.367026424432493,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
Phocaeicola dorei DSM 17855,0.6771011352539058,0.0,1.0,6.490849865164337,1.883560729447574,1.1538995541078148,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei
Abiotrophia defectiva ATCC 49176,0.1003417968749982,0.0,1.0,6.355404533201724,2.0455787994988444,1.0,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva
[Clostridium] spiroforme DSM 1552,0.17699432373046842,0.0,1.0,6.481205733275155,2.2549830485717166,1.0650196368030613,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] spiroforme
Phocaeicola plebeius DSM 17135,0.11728668212890615,0.0,1.0,7.268087093832706,1.7269755131997422,1.1740171548458358,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius
Bacteroides intestinalis DSM 17393,0.186611175537109,0.0,1.0,7.015606567659945,1.6059225837262605,1.1049371496184788,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis
Ruminococcus flavefaciens FD-1,0.009994506835937235,0.0,1.0,7.030063399724442,1.6057814636309413,1.1174927282997156,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus flavefaciens
Limosilactobacillus reuteri F275,0.10470581054687496,0.0,1.0,8.20043928731414,1.6587864687947058,1.289481669869804,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri
Pseudoramibacter alactolyticus ATCC 23263,0.11043548583984374,0.0,1.0,7.705327634072187,1.5351115196001288,1.1249724584673693,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,Pseudoramibacter alactolyticus
Micrococcus luteus NCTC 2665,0.9999847412109377,0.0,1.0,7.266076536147557,2.455481309793868,1.6584105927606294,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus
Acidaminococcus intestini RyC-MR95,0.009979248046874644,0.0,1.0,6.828076874125004,3.133460608374704,1.0032582410589284,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini
Bifidobacterium longum subsp. longum ATCC 55813,0.999984741210936,0.0,1.0,7.171122059295105,2.9844182724543042,1.0614523511063163,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum
Bifidobacterium animalis subsp. lactis AD011,0.5858764648437491,0.0,1.0,7.12545898849811,2.633333759803485,1.0231445349982735,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
Erysipelotrichaceae bacterium 5_2_54FAA,0.1338119506835931,0.0,1.0,7.203138649890332,2.431617781073828,1.0,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified Erysipelotrichaceae,Erysipelotrichaceae bacterium 5_2_54FAA
Lentilactobacillus buchneri ATCC 11577,0.3362731933593752,0.0,1.0,10.020220391569506,2.636491464029715,1.303963074477679,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus buchneri
Lentilactobacillus hilgardii DSM 20176 = ATCC 8290,0.3711853027343742,0.0,1.0,9.066479974813188,2.7194319707037446,1.331587930205969,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus hilgardii
Prevotella copri DSM 18205,0.10537719726562432,0.0,1.0,8.505599434162455,2.29467759047507,1.380452080631853,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri
Blautia hydrogenotrophica DSM 10507,0.11273956298828075,0.0,1.0,7.985379632056751,2.347689789280538,1.0007649881507077,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica
Lentilactobacillus hilgardii ATCC 27305,0.9820861816406251,0.0,1.0,8.514818749457987,2.297870956551904,1.196578787615992,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus hilgardii
Butyrivibrio fibrisolvens 16/4,0.5513229370117189,0.0,1.0,8.923172220626263,1.7637711864406795,1.0369326343004888,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,0.9277191162109373,0.0,1.0,9.473640578895617,3.7732471547000195,1.0511872980188297,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum
Bifidobacterium bifidum NCIMB 41171,0.2697448730468738,0.0,1.0,7.921519039394712,3.9967102557776237,1.0206020231926993,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum
Neisseria elongata subsp. glycolytica ATCC 29315,0.824768066406248,0.0,1.0,8.151530057474258,3.7365505100191627,2.2521876456272993,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria elongata
Corynebacterium propinquum DSM 44285,0.12353515624999441,0.0,1.0,0.9999268809426103,2.557334374593273,4.627879734478741,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium propinquum
Helicobacter pylori 26695,0.16966701603288495,0.0,1.003727889757298,2.525966680378446,3.36080830933772,1.876722542163719,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
Kingella oralis ATCC 51147,0.00999450683593721,0.0,1.0,1.7634050850342773,3.764906145061207,1.6907971092988374,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella oralis
Neisseria cinerea ATCC 14685,0.20254516601562456,0.0,1.0,1.7878329673971607,3.3771490119723335,1.7847673888727815,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria cinerea
Bifidobacterium bifidum BGN4,1.0,0.0,1.0,2.8682342881573373,4.196460025651998,1.322821718683199,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum
Desulfovibrio sp. 3_1_syn3,0.7637176513671863,0.0,1.0,2.9022001627773553,3.176640115278389,1.0508879371305804,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. 3_1_syn3
Peptoniphilus lacrimalis DSM 7455,0.10543823242187317,0.0,1.0110544002829926,3.2211132728605,2.8848068322510563,1.3217778002375111,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus lacrimalis
Bifidobacterium animalis subsp. lactis DSM 10140,0.4303741455078116,0.0,1.0,3.209465867406282,3.223942023798874,1.506074975395903,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
Bifidobacterium animalis subsp. lactis Bl-04,0.430740356445312,0.0,1.0,3.209447973517048,3.2238883421311644,1.506074975395903,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
Bifidobacterium animalis subsp. lactis V9,0.4308929443359368,0.0,1.0,3.2092153529569685,3.223852554352692,1.506074975395903,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
Campylobacter concisus 13826,0.10020830865855408,0.0,1.001716247139589,1.0,2.455295848316443,2.493135011441649,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus
Moraxella catarrhalis RH4,0.16326904296874878,0.0,1.0,1.0,2.6802658972205062,2.048979144599881,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella catarrhalis
Fusobacterium nucleatum subsp. vincentii 3_1_27,0.6327896118164053,0.0,1.0,1.0850460318395065,3.4683764207054932,1.0692244273011013,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Fusobacterium nucleatum subsp. vincentii 4_1_13,0.6325225830078122,0.0,1.0,1.085008706664556,3.471653870508153,1.0691981953458918,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Fusobacterium nucleatum subsp. vincentii 3_1_36A2,0.6207504272460943,0.0,1.0,1.2579972741120833,3.451775835805342,1.068209554860722,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Oxalobacter formigenes HOxBLS,0.544128417968748,0.0,1.0,1.3223899555425283,3.406321754848798,1.115394010454833,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes
Campylobacter upsaliensis JV21,0.10342407226562214,0.0,1.0,1.0,3.608960676011713,1.5640912791849155,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter upsaliensis
Porphyromonas endodontalis ATCC 35406,0.14482116699218758,0.0,1.107111706435737,1.0,3.750482835960381,1.2248146532926312,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis
Streptococcus mitis NCTC 12261,0.10527038574218596,0.0,1.0,1.0,3.8652681263930844,1.0734233643634477,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis
Fusobacterium nucleatum subsp. animalis 4_8,0.010025024414061029,0.0,1.0,1.215350501657555,3.4415464664427318,1.0842828602164694,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Cryptobacterium curtum DSM 15641,0.15188598632812428,0.0,1.0,1.0,3.40821239424995,1.0659433248504004,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,Cryptobacterium curtum
Streptococcus intermedius JTH08,0.10751342773437461,0.0,1.0,1.0,3.326714688380835,1.158784841841528,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius
Fusobacterium nucleatum subsp. animalis 3_1_33,0.999969482421875,0.0,1.0,1.0928741142580805,3.0307092243318854,1.0755903193927547,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Fusobacterium periodonticum 2_1_31,0.9999847412109376,0.0,1.0,1.340003465003466,2.886583011583012,1.0898302148302148,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum
Neisseria flavescens SK114,0.9999694824218736,0.0,1.0,1.199080705226698,2.544232922732362,1.5923721971926343,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens
Porphyromonas gingivalis W83,0.8594131469726559,0.0,1.0,1.0,2.276293419883312,1.0830918434372698,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis
Desulfovibrio piger ATCC 29098,0.8535232543945308,0.0,1.0,1.0,2.0196372179331123,1.0567240660191857,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger
Bifidobacterium breve HPH0326,0.8634752939393244,0.0,1.0028926081932383,1.3647146531479484,2.4318559660043992,1.320125246952697,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve
Fusobacterium nucleatum subsp. animalis D11,0.9999694824218748,0.0,1.0,1.1014826764999615,2.391795344549436,1.055266190366444,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Fusobacterium periodonticum 1_1_41FAA,0.9999771118164067,0.0,1.0,1.284909310332588,2.4552674546551674,1.0647250913995676,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum
Helicobacter cinaedi CCUG 18818 = ATCC BAA-847,0.16534423828124808,0.0,1.0,1.0,2.3557891383978338,1.6957318044274579,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter cinaedi
Arcanobacterium haemolyticum DSM 20595,0.19709777832031097,0.0,1.0,1.0,2.7056243952682673,1.4709416648459677,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium haemolyticum
Varibaculum cambriense DSM 15806,0.00999450683593595,0.0,1.0,1.0,2.6249909636376803,1.5685859900238577,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum cambriense
Bifidobacterium bifidum PRL2010,0.010032653808593375,0.0,1.0,1.5006716495022892,2.592351806564943,1.253504632659387,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum
Neisseria mucosa ATCC 25996,0.16392517089843758,0.0,1.0,1.3481814387357933,2.354597606313279,1.4590035041399336,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa
Porphyromonas asaccharolytica DSM 20707,0.2830047607421868,0.0,1.0,1.0,2.507711043334879,1.1021026199226196,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas asaccharolytica
Prevotella timonensis CRIS 5C-B1,0.10684204101562371,0.0,1.0,1.0,2.3792789567885446,1.1280184096139094,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella timonensis
Clostridium perfringens ATCC 13124,0.00999832153320298,0.0,1.0,1.0004076143141545,2.387456112540934,1.0001811619174021,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens
Brevundimonas diminuta 470-4,0.009994506835936508,0.0,1.3583575655401041,1.0,3.051029067333478,1.417872619680701,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta
Haemophilus haemolyticus M19501,0.18130493164062428,0.0,1.0,1.0,3.0199810666985307,1.278163285938808,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus haemolyticus
Streptococcus australis ATCC 700641,0.10906982421874915,0.0,1.0,1.0,2.7612184064626226,1.090377108371967,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis
Eggerthella sp. 1_3_56FAA,0.1206359863281244,0.0,1.0,1.0,2.937952070361953,1.1302036676463834,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. 1_3_56FAA
Pyramidobacter piscolens W5455,0.10683441162109265,0.0,1.0,1.0,2.8696754850753297,1.1209341353496867,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,Pyramidobacter piscolens
Mycobacterium avium subsp. avium ATCC 25291,0.010009765624999471,0.0,1.0,1.8847936541462784,2.8337381631288063,1.2160559017143662,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium
Streptococcus thermophilus LMG 18311,0.1916809082031247,0.0,1.0,1.851942432508703,3.1704046118494493,1.0000403133692586,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
Bifidobacterium animalis subsp. lactis BB-12,0.5257492065429684,0.0,1.0,1.8206980519480531,2.414336444805197,1.2913656655844166,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
Bifidobacterium adolescentis ATCC 15703,0.010002136230468478,0.0,1.0020270157079756,1.8886481536288056,2.3313025949151513,1.154025273479599,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis
